date,SPX Index,NDX Index,DJI Index,RTY Index,SX5E Index,DAX Index,CAC Index,NKY Index,BM7P Index,BAI Index
2013-07-11,0.005572862256929545,0.014832125204538915,-0.0006307659016275835,-0.008055705842909489,-0.0033950783291786246,0.02074544823712654,-0.003618095863719417,0.03432337686886,0.0,0.0
2013-07-12,0.0052067456700248815,0.013239730960259433,-0.0002965282875802,-0.010276768489523191,-0.005952144152182148,0.021704698888533214,-0.008900515115173313,0.03355072305628237,0.0,0.0
2013-07-15,0.004808474575534127,0.03037239801681757,0.000381327519455521,-0.009747314120852169,-0.0040327388981701295,0.022301700967051197,-0.0063471946129174395,0.03395120422978448,0.0,0.0
2013-07-16,0.004430221852942617,0.029658087646668774,0.000886033233667316,-0.007740866589182938,-0.004000794539243957,0.02410542723945519,-0.007828773141447032,0.03410616618275375,0.0,0.0
2013-07-17,0.004484910168656375,0.029772556702054365,0.0015721094615559483,-0.009517366653452597,-0.004344336581697861,0.02399660826828054,-0.008538271862946423,0.033785400217749784,0.0,0.0
2013-07-18,0.004396817761821437,0.026947031360025964,0.0024253239891152134,-0.009158485261697713,-0.0031453335198170507,0.020719981712149504,-0.0065319724501607945,0.034692908883879436,0.0,0.0
2013-07-19,0.003580518111489628,0.026659396391941703,0.0036973705860605666,-0.00463721526299643,-0.0037762873662692265,0.019775513508687226,-0.008101109373177207,0.03215387625735189,0.0,0.0
2013-07-22,0.0039943116144252055,0.02701933625891395,0.006538973463690478,-0.0023008391631764713,-0.003478825282791642,0.020441895803176457,-0.007383461412549641,0.032670398678861234,0.0,0.0
2013-07-23,0.004763967123043278,0.03198252048232986,0.007453999513654441,-0.0014710426181213654,-0.003706059118482652,0.021092954073656855,-0.007952263939476789,0.03311700271705198,0.0,0.0
2013-07-24,0.005783228228258608,0.030522513652402328,0.007398979148498963,0.008321896861531508,-0.0037927282340566304,0.02148055292109441,-0.007624899959705833,0.032915244025329304,0.0,0.0
2013-07-25,0.006547009005094528,0.032715203941729554,0.006991765603624245,0.010817893313322724,-0.003700076948490505,0.017470606284606616,-0.006887649625693881,0.03223589059784304,0.0,0.0
2013-07-26,0.0063783119761349205,0.030764060139384597,0.007809299608920073,0.010100443926281288,-0.0034737374463897908,0.01513219639043517,-0.00588113061772344,0.03285250725824196,0.0,0.0
2013-07-29,0.006351667768798919,0.030903925499324414,0.007836574382672268,0.009053428851379275,-0.0027520233987109455,0.014469475876494942,-0.0036344309994954527,0.03202247573003447,0.0,0.0
2013-07-30,0.006776684461197391,0.03070268913138996,0.007853256857288882,0.009422525132894322,-0.001694501439201468,0.013696571777499278,-1.6249887494712567e-05,0.03110300806395916,0.0,0.0
2013-07-31,0.007876834662724486,0.03145524833698854,0.00777675994012661,0.010896927122027389,0.0014663750503707274,0.014101047976023295,0.0007068392947973123,0.03294851126604681,0.0,0.0
2013-08-01,0.009127973969319969,0.03165964889532491,0.007365787247771927,0.009402438257779089,0.0022882492030167345,0.014786722506631156,0.0010371091612562111,0.03323930278063192,0.0,0.0
2013-08-02,0.009013101136028379,0.030077748612818533,0.00949258236948447,0.010499551881737457,0.0014654088248229336,0.005753952443782406,-0.00010832274812155873,0.030927033194353637,0.0,0.0
2013-08-05,0.008529046371802629,0.03017335694822565,0.00973371612053775,0.01065925236743026,0.00138252741394429,0.0061560452177520375,-0.0007977258730884618,0.031119608797943288,0.0,0.0
2013-08-06,0.007918316989001806,0.02856364031764702,0.010405823552475102,0.010662590761617796,-0.00014925435707158208,-0.00041668437637898403,-0.001176683992404226,0.03665636387966198,0.0,0.0
2013-08-07,0.010245949135065935,0.02787305217710334,0.010290002509495633,0.011144840228183295,-0.00017165267026686415,-0.001190743233647873,-0.0011284830629423315,0.035870225443421555,0.0,0.0
2013-08-08,0.010171106386045237,0.027962368668273507,0.010313658837721285,0.010697509830013496,-0.00956097451804605,-0.002020816112435986,-0.005146466753075951,0.03220823376651816,0.0,0.0
2013-08-09,0.009976427556334322,0.028118204274765635,0.010344150147308495,0.010435984270835696,-0.008412938757394128,-0.003414941765918611,-0.005180530063170763,0.03068472101224229,0.0,0.0
2013-08-12,0.011322562870270891,0.027501237096176245,0.012195793208616523,0.011818894143351244,-0.010027148774123806,-0.0027597714959792796,-0.00519929351480819,0.030637090922219112,0.0,0.0
2013-08-13,0.010619009804461177,0.024030083959607706,0.012132397196812361,0.0118349427478317,-0.007603434818758359,-0.00013769110317252142,-0.005109880017698187,0.03599687991579725,0.0,0.0
2013-08-14,0.010880065579099929,0.02331299046195401,0.012550382323810227,0.012262127871388362,-0.008177297210562706,-0.0014686165904697068,-0.005078295686943846,0.029605748344849747,0.0,0.0
2013-08-15,0.01099289354300148,0.023844834860345276,0.013125279069096996,0.011637741019788983,-0.01061473299981519,-0.005059246345710089,-0.00492865174210666,0.029284627749422976,0.0,0.0
2013-08-16,0.01039108274344791,0.023101511390565044,0.01187749466831911,0.011045142139077813,-0.010956630394804323,-0.005496856713239073,-0.00532102618597996,0.02802526046793896,0.0,0.0
2013-08-19,0.011119073410840397,0.024304043142499898,0.012461849530151614,0.011485866431529823,-0.008513418586580057,-0.004232113220863365,-0.005058704909263856,0.03082095551384212,0.0,0.0
2013-08-20,0.011639605953735588,0.02474551691878113,0.0128828648146746,0.011315608160914703,-0.008983336590527968,-0.007045303923506663,-0.0030193800845949026,0.030899477558794297,0.0,0.0
2013-08-21,0.012031806832316416,0.025247580223557442,0.013447925134142169,0.011075816015111428,-0.01018921475794965,-0.008004422111591136,-0.001504104684543317,0.030511803539406968,0.0,0.0
2013-08-22,0.01342361731926367,0.025337506619435235,0.012839384937879617,0.012577382306038443,-0.01221801041913595,-0.006207068462518617,-0.0016147494342987345,0.02975693581953598,0.0,0.0
2013-08-23,0.012661536148905528,0.02373666172111366,0.012229697647907045,0.013197857472279528,-0.01233653303677773,-0.006405352857457136,-0.0018477631223466906,0.027631471776292882,0.0,0.0
2013-08-26,0.01356209399193431,0.024663948231236743,0.013066889717538333,0.012887086283780658,-0.012053431614785115,-0.006330643088828469,-0.001569672208021844,0.026357995653431665,0.0,0.0
2013-08-27,0.013498840734545992,0.025282402312164054,0.013061116750499924,0.012881088787251915,-0.011811762042043927,-0.00798299133188074,-0.0011309635779008786,0.02548612051472876,0.0,0.0
2013-08-28,0.01365152258904323,0.024204057615588193,0.01307688971755483,0.013263284095473171,-0.01282361017553324,-0.008197192664710196,-0.00011230728179645322,0.024226961688688986,0.0,0.0
2013-08-29,0.013592951859775715,0.024499374816648434,0.012699842812183615,0.012618152424536122,-0.011121361328167878,-0.005972514371556992,0.0013061533314973062,0.023680941630379593,0.0,0.0
2013-08-30,0.013438028244669997,0.024390256047962966,0.012593406008840846,0.011493921671187124,-0.01014860911991311,-0.006372645815527211,0.0036934114646025584,0.023337074206225994,0.0,0.0
2013-09-03,0.013636258679495583,0.02755569121574597,0.013384485405432134,0.008901932437362925,-0.009478100445084015,-0.005696078853546616,0.0041292786283719796,0.0259361419185955,0.0,0.0
2013-09-04,0.013824045610639102,0.028222934897778718,0.013366270398857294,0.009259953882420291,-0.008715258720930374,-0.004206521536966434,0.004114526533472107,0.02675762491499989,0.0,0.0
2013-09-05,0.005945861340396652,0.02829553065508117,0.0133975708488836,0.009023664631173434,-0.008606050881375116,-0.0038730632221535277,0.004848490791531157,0.026486345576179682,0.0,0.0
2013-09-06,0.005940532074321103,0.02669070535487239,0.013734520278506634,0.01017001925221006,-0.009295759127202485,-0.004199330939951174,0.00327981603184635,0.025399876660465726,0.0,0.0
2013-09-09,0.007368457929013639,0.02678295185219559,0.014987188409993912,0.010909596334977012,-0.009843724234565587,-0.0042526818473206385,0.0022545847372053007,0.03073111532021988,0.0,0.0
2013-09-10,0.008050039577352619,0.02633404823003782,0.0160059598622051,0.010089295584641,-0.008991452603303252,-0.003386306076005763,0.0025516728227394925,0.03306745060166394,0.0,0.0
2013-09-11,0.011087132646271813,0.027695849592421773,0.01613186600846994,0.01024869495920644,-0.009288903140853844,-0.003464056503695745,0.002035454347423027,0.031761806814357474,0.0,0.0
2013-09-12,0.011391705011583708,0.026871307973754588,0.016170734053222224,0.01124658313722593,-0.009246964156887083,-0.00406639953647514,0.0027616263428806853,0.03153621711549426,0.0,0.0
2013-09-13,0.010932493999028292,0.02546209155547885,0.01573132379676534,0.010885646938578297,-0.010514942608984112,-0.004173389150854634,0.0021453267766025075,0.032703408693862235,0.0,0.0
2013-09-16,0.010915862661543763,0.025856189728201917,0.016116250128849208,0.010144657659360234,-0.012682643373768565,-0.003932007498604562,0.0017002519011235506,0.03261233026708399,0.0,0.0
2013-09-17,0.010774661468653024,0.02438567695701721,0.01633350569170955,0.010030906741653078,-0.012878959571093973,-0.003923922531703816,0.001709501340526387,0.03277683675029541,0.0,0.0
2013-09-18,0.010616157352210331,0.025127308433375628,0.01718928695025057,0.013084504465377345,-0.01132461695020004,-0.0023884008920578292,0.0032091868764629883,0.03285029371990866,0.0,0.0
2013-09-19,0.010765103203175475,0.02455617115610842,0.017221953708639992,0.013042283740226202,-0.012795703384852808,-0.0028379631807385897,0.0006605337294678382,0.03316406299231467,0.0,0.0
2013-09-20,0.008873372062019325,0.024154141566892662,0.0170177307425603,0.012988013439751978,-0.011391031638011917,0.007641187235450708,0.00022567335524414922,0.032757168594742314,0.0,0.0
