date,SPX Index,NDX Index,DJI Index,RTY Index,SX5E Index,DAX Index,CAC Index,NKY Index,BM7P Index,BAI Index
2013-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-03,0.01472592554346841,0.01645966798080889,0.002294459794133452,-0.0017929764609835308,-0.0009572718397440338,0.0058229287659794515,0.00394679759237504,0.03733989655006176,0.0,0.0
2013-04-04,0.014665881420799831,0.014963029153570062,0.0022722719996424168,-0.0022227549590587703,-0.0012677785519643603,0.005457713793178165,0.003833889366712695,0.03637507798029582,0.0,0.0
2013-04-05,0.014948541555976247,0.0130176932227406,0.0020994306551402886,0.0009286958384850941,-0.005148933368474551,0.004199161233748194,-0.0034309779544876573,0.0363411616542646,0.0,0.0
2013-04-08,0.014799923424126504,0.012385128800121104,0.002330384957383247,0.0005865353119292038,-0.005767252140945978,0.00429757956357113,-0.003928722712764787,0.036448409055222175,0.0,0.0
2013-04-09,0.014150902132602505,0.012444219430131076,0.002043662367600785,0.0006204643462217607,-0.005384195086459376,0.005643725931338217,-0.003687715066395758,0.03646346053771676,0.0,0.0
2013-04-10,0.013527022292875612,0.011768465974446363,0.003749678343181184,0.0009523265697746197,-0.005456704004952795,0.006421860628427867,-0.003941843054448557,0.03753295517811117,0.0,0.0
2013-04-11,0.01350027643645757,0.011854183057959489,0.0037134586705589445,0.0010811471327569766,-0.004318024832192235,0.012062492834504113,-0.00199350843999313,0.03749377615449179,0.0,0.0
2013-04-12,0.013973362225037533,0.011676293208977784,0.004357771641151809,-0.00030884189438717957,-0.004419626270671273,0.011466973731436347,-0.0015616443938004654,0.037675920941232954,0.0,0.0
2013-04-15,0.014566475232941967,0.010284258374892108,0.004264038790107394,-0.0007317848787703474,-0.004062032330882204,0.010375591152321784,0.000631952988844553,0.0383566491192493,0.0,0.0
2013-04-16,0.01437028205100166,0.009547943319720531,0.0041904669499386316,-0.0005566973102276718,-0.008120525186294802,0.00928478535688182,-0.005103824539778423,0.03833149895269927,0.0,0.0
2013-04-17,0.016229509138651288,0.01169792355891075,0.006762549028607623,-0.00242108091269011,-0.008021804235995522,0.007613721049680944,-0.004064933045276553,0.037585310479798295,0.0,0.0
2013-04-18,0.016288443077206116,0.011651980652938265,0.007089829078479548,-0.00116059015421488,-0.007930074379292384,0.008720948845173826,-0.0025054913659435796,0.03697234862596166,0.0,0.0
2013-04-19,0.016310226030385788,0.014744579882353781,0.006017538046495519,-0.0023369955072300996,-0.008534284073614673,0.011739543819292875,-0.0029628794578999695,0.03678703300538877,0.0,0.0
2013-04-22,0.015895794735377944,0.013619529889731474,0.004284240896684111,-0.007683213829365654,-0.0075915464571023605,0.013068311788144715,-0.0017721193685458214,0.03859350052682453,0.0,0.0
2013-04-23,0.01534116718348355,0.01184161933512029,0.0019452855128929691,-0.010690965546008013,-0.008341512246711424,0.011027064378745344,-0.001981147791865201,0.03914761414758994,0.0,0.0
2013-04-24,0.015309138901729913,0.009063184026866677,0.0018813317194319445,-0.010791811202967794,-0.0077333457099261205,0.008530543057876816,-0.0004694127836497586,0.03855070176112152,0.0,0.0
2013-04-25,0.013862339120190414,0.008433526198290853,0.001026914397546097,-0.02027169019648778,-0.008171085848042492,0.006580762960483488,-0.0006435339312376165,0.038893901492815575,0.0,0.0
2013-04-26,0.01257275943370173,0.007531205555578513,0.000488798920704081,-0.019980843427203077,-0.0042770190109642225,0.012229126018899805,0.0004364956749645099,0.039086532938153784,0.0,0.0
2013-04-29,0.012909995260270035,0.008680453586090708,0.0007948463278908413,-0.019011841711681576,-0.0049922033701617075,0.01488716774356047,-0.0018866512326677354,0.03948811811380093,0.0,0.0
2013-04-30,0.013637193194336872,0.010245927200605465,0.002455121261518478,-0.0186395349238877,-0.004257292656012712,0.01410469744017595,-0.00019574181872150653,0.04026235363374853,0.0,0.0
2013-05-01,0.013132173218392218,0.010421704897970674,0.0023335696174346943,-0.019772742528554765,-0.00427126106997755,0.014730005677207503,-0.0014275503870170292,0.040622578648131125,0.0,0.0
2013-05-02,0.011821812527506026,0.008917380243629536,0.0030887065903435484,-0.019218784810216882,-0.007085190233512728,0.012063049980997498,-9.235130107410061e-05,0.0391461381161482,0.0,0.0
2013-05-03,0.012652496938011737,0.008981785479731608,0.008751345055946214,-0.020121622527755068,-0.00865113399756634,0.010920033600494206,-0.002553553606425951,0.0379742738317439,0.0,0.0
2013-05-06,0.012980385301807784,0.010698708318382044,0.009445234264180646,-0.020240646028308995,-0.00814298064995711,0.020007229078931932,-0.0019338004760001137,0.038080250379850744,0.0,0.0
2013-05-07,0.013340902137207289,0.009539877189748802,0.009267736856287678,-0.021906020280827665,-0.008923705197435572,0.020204549637930613,-0.003869838444509277,0.03827436577631249,0.0,0.0
2013-05-08,0.013349394529131642,0.010326814021573982,0.009441533315818873,-0.021781550107243586,-0.0075603547848220876,0.026512892057185322,-0.003423205690656017,0.03253169565799663,0.0,0.0
2013-05-09,0.01112795346792872,0.010052163919153312,0.00946042309738404,-0.022439677322674934,-0.007540066617132246,0.027417053727065488,-0.003904748889390741,0.03398315325079837,0.0,0.0
2013-05-10,0.01076815528377928,0.009669568581372356,0.008960192743527662,-0.02252356423880364,-0.003876192322438632,0.02809682077424447,-0.0005372058477247643,0.0345730177376431,0.0,0.0
2013-05-13,0.010826873435257678,0.009252177224722047,0.009020966653724871,-0.022552958880688756,-0.005710938219493089,0.029497289630490586,-0.0003448057556559858,0.03607231750456963,0.0,0.0
2013-05-14,0.01090267807944656,0.014434017534130428,0.009368343473647789,-0.023780497508604115,-0.005317951322334591,0.029241642488117225,-0.0031537085524240283,0.036335247092467604,0.0,0.0
2013-05-15,0.0116765666084504,0.016821556197400778,0.009363273517586812,-0.024657288627190965,-0.0078096053252232345,0.02820489204961385,-0.0048434201736279325,0.030777022583612812,0.0,0.0
2013-05-16,0.008657444658430657,0.015005662575594103,0.008862069299302222,-0.026522601732179463,-0.007972763212656608,0.02915281751372456,-0.005511403952948357,0.037157254732824496,0.0,0.0
2013-05-17,0.007912522535372668,0.013675827542994012,0.007191800026742579,-0.026555566266046715,-0.005732868048956341,0.03296817586082579,-0.0034843315315694623,0.035988976291345454,0.0,0.0
2013-05-20,0.008469922870298241,0.015094900458015426,0.007762754067975219,-0.02570410824515268,-0.005246802544723095,0.03390669313386141,-0.0029459011261370183,0.03731256809327399,0.0,0.0
2013-05-21,0.008118269387467514,0.01413454508034695,0.007811885233750315,-0.027304262906191812,-0.006397742918953231,0.0332473398896902,-0.004563075781180426,0.036549305349861116,0.0,0.0
2013-05-22,0.007455028315545897,0.013680135066013177,0.007838999787687317,-0.026818557388410214,-0.0065023853494246,0.03384572348212256,-0.005437891841783116,0.03537570617992114,0.0,0.0
2013-05-23,0.005932749335602727,0.012775981221676114,0.004225009295386828,-0.027023633671065306,-0.008372340129083389,0.03345336101968455,-0.008467832058579816,0.03534619976746911,0.0,0.0
2013-05-24,0.004732397309907599,0.012920346474130318,0.003896002573514412,-0.027948536813183655,-0.008936776520154566,0.030976953096140125,-0.008712646470895535,0.03599679747044804,0.0,0.0
2013-05-28,0.004979583172598279,0.013179328613818209,0.004384067201590236,-0.029556352282160803,-0.007903493581980392,0.03104498890996288,-0.007469605318520256,0.036996673940544955,0.0,0.0
2013-05-29,0.004285049830791143,0.011984889879748994,0.0039902578208639294,-0.028966180285269316,-0.00789794162110058,0.031005522748086323,-0.007795122572386792,0.03967195681132418,0.0,0.0
2013-05-30,0.0043608516381237195,0.011571543668103645,0.004213198115989192,-0.025372738257004035,-0.009327566531731168,0.03268511343197633,-0.010711236460544282,0.04037938408184272,0.0,0.0
2013-05-31,0.005159467863681266,0.011605407367298204,0.003761734050535148,-0.02604587638301592,-0.008925505601507289,0.033476983822487094,-0.010783521682658725,0.040883044545409364,0.0,0.0
2013-06-03,0.005017915158347597,0.011266178302990149,0.004107918289342205,-0.025147564043380255,-0.011108174505761403,0.031085241418334686,-0.013077137584098453,0.04135331338369408,0.0,0.0
2013-06-04,0.005737621835377293,0.011888628963374392,0.005231548284100773,-0.023899938572530144,-0.012177847086067506,0.03046373541211289,-0.012761997716705498,0.04186032507982573,0.0,0.0
2013-06-05,0.004282307653658668,0.010381575394293518,0.0037685343939248828,-0.02410355759033256,-0.011953534011930222,0.030273690681284604,-0.012471724495208392,0.042332643949770654,0.0,0.0
2013-06-06,0.004181541929643373,0.0109531960466136,0.003783299914631,-0.023953532694709123,-0.011649148006615762,0.028522746172269686,-0.01139032384175731,0.04175599493865789,0.0,0.0
2013-06-07,0.011210764102287163,0.010998669268021066,0.0014283497555915847,-0.022939712615078878,-0.010631336150536908,0.02828219359581219,-0.011407266967583873,0.04202063387429633,0.0,0.0
2013-06-10,0.011724282287416177,0.01278300450166836,0.0018483251799017442,-0.02331618192070173,-0.01107634510780009,0.028369666891743917,-0.011944422174598346,0.042954762390792434,0.0,0.0
2013-06-11,0.011858051543820913,0.013394898384907261,0.0026483463072062285,-0.0230143498372416,-0.010570513565024364,0.02793371346792939,-0.01254657694787975,0.0391655401282609,0.0,0.0
2013-06-12,0.01188890017780908,0.014363994993894957,0.0026700918072153357,-0.02141350676045961,-0.011053586634415469,0.02791842526001842,-0.01271009963005254,0.0384776972476788,0.0,0.0
2013-06-13,0.011841648777685343,0.014739380424567461,0.0026052672894720796,-0.0223204520683693,-0.010836555756497446,0.02856093175925234,-0.011428327271172045,0.03982869892076324,0.0,0.0
2013-06-14,0.007788543933424208,0.009182818866897646,0.00243352556411347,-0.02396827324862194,-0.009988893531970966,0.028920155421236604,-0.015686313278569286,0.03983735299622637,0.0,0.0
2013-06-17,0.008370256695038547,0.010135226569265132,0.002832882513597257,-0.02283929027937448,-0.010413686889977014,0.028861153096918946,-0.015510810803626263,0.03999775596123212,0.0,0.0
2013-06-18,0.008275308813692872,0.010986208457871127,0.0027418270670278577,-0.0183092077875181,-0.009573989167108943,0.028682197689450684,-0.01449975738285958,0.040806956159767926,0.0,0.0
2013-06-19,0.008333739554652109,0.011672474815135558,0.002712645630250643,-0.017719716305684474,-0.009749804308933463,0.02866308091833747,-0.014175776762069936,0.040424914993121286,0.0,0.0
2013-06-20,0.008710898954393365,0.012547280739821032,0.0018220958189323344,-0.018030477662052125,-0.007938113476773978,0.03038281366134865,-0.01182352523617225,0.04078512735329043,0.0,0.0
2013-06-21,0.008007215459983952,0.012077278264112312,0.0013999524259373786,-0.01793377679433006,-0.007503599450435439,0.031283013792366754,-0.013248914216103302,0.04009495937694307,0.0,0.0
2013-06-24,0.010050981658824565,0.013135617272511224,0.001665400560241892,-0.017837881004468037,-0.0094884217922111,0.019862613123316608,-0.012656491060144326,0.04068748139381895,0.0,0.0
2013-06-25,0.010128115421400352,0.013621274218600155,0.0015943501974511332,-0.01744263561741055,-0.008993886943556073,0.019160442512252684,-0.011152991369650533,0.04231725362336047,0.0,0.0
2013-06-26,0.010005251080662081,0.014477010858062744,0.0017227232315575325,-0.017847684169974065,-0.0074780058939308836,0.02264831109446397,-0.010791824057359234,0.042035992403984146,0.0,0.0
2013-06-27,0.009488017505226098,0.01272312404791931,0.0010889046575253136,-0.012131387110887903,-0.00803900663092283,0.022358181539988475,-0.011811765875530233,0.04140685531537325,0.0,0.0
2013-06-28,0.008286868920294177,0.012664032185963237,0.0012087517793004654,-0.012696608101103624,-0.00884830827248606,0.021393309343278766,-0.012579786622008649,0.03895093211315426,0.0,0.0
2013-07-01,0.009036429842183447,0.013920739911083668,0.0017411994852083446,-0.003499339917384492,-0.008743538566310827,0.021855393223660036,-0.011511109438535727,0.03286951740823474,0.0,0.0
2013-07-02,0.008868952739182312,0.013929166394121228,0.0012622978370104843,-0.0021769522057112356,-0.008887090358639438,0.02214513813925678,-0.011544018650566978,0.03347653735736644,0.0,0.0
2013-07-03,0.008042056218924731,0.013549694654516387,0.0012854732230280774,-0.00778613196503819,-0.0066174299471992715,0.022929866168503565,-0.007165647679344689,0.033485212928370256,0.0,0.0
2013-07-05,0.007948211715536946,0.014009377958532854,0.0009682931149810337,-0.00771762727009917,-0.006056178452391481,0.022760245318122374,-0.005033815215803927,0.033393183492226974,0.0,0.0
2013-07-08,0.008225377647768761,0.01580564187816691,0.0016778638019181447,-0.007997776498131715,-0.0045459363690903976,0.025771810178994103,-0.004697447799511978,0.03385954158003823,0.0,0.0
2013-07-09,0.00577617529581631,0.01569604465403862,5.3692418903406036e-05,-0.008172803010254137,-0.004995707973050156,0.023803275964017434,-0.004251337182451964,0.032955363306788055,0.0,0.0
2013-07-10,0.005776872184136028,0.015036353654167334,-0.00022299903926537024,-0.009021678900166807,-0.003511672862018589,0.02065095836919606,-0.003442824830244051,0.03354482311392526,0.0,0.0
