Year,eps_growth,sales_growth,fcf_growth,mom_12m,mom_3m,p_s
2016,0.044444444444444446,0.24861111111111112,-0.038888888888888876,-0.00878410461157885,0.09420086028932678,0.0
2017,0.06111111111111111,0.20694444444444446,0.13888888888888887,0.1262818874309064,0.04646008003597104,0.0
2018,0.16111111111111112,0.061111111111111116,-0.026388888888888875,0.020370760589386555,0.011720495239875192,0.0
2019,0.13472222222222222,0.06527777777777777,-0.15277777777777776,0.13193977907499874,0.011409510604719203,0.0
2020,0.2152777777777778,0.3527777777777778,0.1013888888888889,0.34325520725674147,0.3092239314135354,0.0
2021,0.0041666666666666805,0.12083333333333333,0.005555555555555557,0.13645908292433506,-0.01949714466066468,0.0
2022,0.061111111111111116,0.19583333333333333,-0.002777777777777777,-0.20604772380549863,-0.17896890001418753,0.0
2023,0.14027777777777778,0.12361111111111112,0.11388888888888891,0.09360705413443011,0.10514782328821644,0.11829695303011786
2024,0.20130811128834844,0.17186617685629543,0.2482778082580454,0.0673053625485545,0.026559676768961402,0.10982187767980224
